Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,G,N,N,100.0
IFNA,iShares FTSE EPRA/NAREIT North America Index Fund,iShares FTSE EPRA/NAREIT North America Index Fund,G,N,N,100.0
IFON,InfoSonics Corp,InfoSonics Corp - Common Stock,S,N,N,100.0
IFV,First Trust Dorsey Wright International Focus 5 ETF,First Trust Dorsey Wright International Focus 5 ETF,G,N,N,100.0
IGLD,Internet Gold Golden Lines Ltd.,Internet Gold Golden Lines Ltd. - Ordinary Shares,Q,N,N,100.0
IGOV,iShares S&P/Citigroup International Treasury Bond Fund,iShares S&P/Citigroup International Treasury Bond Fund,G,N,N,100.0
IGTE,iGATE Corporation,iGATE Corporation - Common Stock,Q,N,N,100.0
III,"Information Services Group, Inc.","Information Services Group, Inc. - Common Stock",G,N,N,100.0
IIIN,"Insteel Industries, Inc.","Insteel Industries, Inc. - Common Stock",Q,N,N,100.0
IIJI,"Internet Initiative Japan, Inc.","Internet Initiative Japan, Inc. - ADS represents common stock",Q,N,N,100.0
IILG,"Interval Leisure Group, Inc.","Interval Leisure Group, Inc. - Common Stock",Q,N,N,100.0
IIN,IntriCon Corporation,IntriCon Corporation - Common Stock,G,N,N,100.0
IIVI,II,II-VI Incorporated - Common Stock,Q,N,N,100.0
IKAN,"Ikanos Communications, Inc.","Ikanos Communications, Inc. - Common Stock",S,N,D,100.0
IKGH,Iao Kun Group Holding Company Limited,Iao Kun Group Holding Company Limited - Ordinary Shares (Cayman Islands),G,N,N,100.0
IKNX,Ikonics Corporation,Ikonics Corporation - Common Stock,S,N,N,100.0
ILMN,"Illumina, Inc.","Illumina, Inc. - Common Stock",Q,N,N,100.0
IMDZ,Immune Design Corp.,Immune Design Corp. - Common Stock,G,N,N,100.0
IMGN,"ImmunoGen, Inc.","ImmunoGen, Inc. - Common Stock",Q,N,N,100.0
IMI,"Intermolecular, Inc.","Intermolecular, Inc. - Common Stock",Q,N,N,100.0
IMKTA,"Ingles Markets, Incorporated","Ingles Markets, Incorporated - Class A Common Stock",Q,N,N,100.0
IMMR,Immersion Corporation,Immersion Corporation - Common Stock,Q,N,N,100.0
IMMU,"Immunomedics, Inc.","Immunomedics, Inc. - Common Stock",G,N,N,100.0
IMMY,"Imprimis Pharmaceuticals, Inc.","Imprimis Pharmaceuticals, Inc. - Common Stock",S,N,N,100.0
IMNP,Immune Pharmaceuticals Inc.,Immune Pharmaceuticals Inc. - Common Stock,S,N,N,100.0
IMOS,ChipMOS TECHNOLOGIES (Bermuda) LTD.,ChipMOS TECHNOLOGIES (Bermuda) LTD. - Common Shares,S,N,N,100.0
IMRS,Imris Inc,Imris Inc - Common Shares,Q,N,N,100.0
INAP,Internap Corporation,Internap Corporation - Common Stock,Q,N,N,100.0
INBK,First Internet Bancorp,First Internet Bancorp - Common Stock,S,N,N,100.0
INCR,"INC Research Holdings, Inc.","INC Research Holdings, Inc. - Class A Common Stock",Q,N,N,100.0
INCY,Incyte Corporation,Incyte Corporation - Common Stock,Q,N,N,100.0
INDB,Independent Bank Corp.,Independent Bank Corp. - Common Stock,Q,N,N,100.0
INDY,iShares S&P India Nifty 50 Index Fund,iShares S&P India Nifty 50 Index Fund,G,N,N,100.0
INFA,Informatica Corporation,Informatica Corporation - Common Stock,Q,N,N,100.0
INFI,"Infinity Pharmaceuticals, Inc.","Infinity Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
INFN,Infinera Corporation,Infinera Corporation - Common Stock,Q,N,N,100.0
INGN,"Inogen, Inc","Inogen, Inc - Common Stock",Q,N,N,100.0
ININ,"Interactive Intelligence Group, Inc.","Interactive Intelligence Group, Inc. - Common Stock",Q,N,N,100.0
INNL,Innocoll AG,Innocoll AG - American Depositary Share,G,N,N,100.0
INO,"Inovio Pharmaceuticals, Inc.","Inovio Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
INOD,Innodata Inc.,Innodata Inc. - Common Stock,G,N,N,100.0
INPH,Interphase Corporation,Interphase Corporation - Common Stock,S,N,N,100.0
INSM,"Insmed, Inc.","Insmed, Inc. - Common Stock",Q,N,N,100.0
INSY,"Insys Therapeutics, Inc.","Insys Therapeutics, Inc. - Common Stock",G,N,N,100.0
INTC,Intel Corporation,Intel Corporation - Common Stock,Q,N,N,100.0
INTG,The Intergroup Corporation,The Intergroup Corporation - Common Stock,S,N,N,100.0
INTL,INTL FCStone Inc.,INTL FCStone Inc. - Common Stock,Q,N,N,100.0
INTLL,INTL FCStone Inc.,INTL FCStone Inc. - 8.5% Senior Notes Due 2020,Q,N,N,100.0
INTU,Intuit Inc.,Intuit Inc. - Common Stock,Q,N,N,100.0
INTX,"Intersections, Inc.","Intersections, Inc. - Common Stock",G,N,N,100.0
INVE,"Identiv, Inc.","Identiv, Inc. - Common Stock",S,N,N,100.0
INVT,"Inventergy Global, Inc.","Inventergy Global, Inc. - Common Stock",S,N,D,100.0
INWK,"InnerWorkings, Inc.","InnerWorkings, Inc. - Common Stock",Q,N,N,100.0
IOSP,Innospec Inc.,Innospec Inc. - Common Stock,Q,N,N,100.0
IPAR,"Inter Parfums, Inc.","Inter Parfums, Inc. - Common Stock",Q,N,N,100.0
IPAS,iPass Inc.,iPass Inc. - Common Stock,Q,N,N,100.0
IPCC,Infinity Property and Casualty Corporation,Infinity Property and Casualty Corporation - Common Stock,Q,N,N,100.0
IPCI,Intellipharmaceutics International Inc.,Intellipharmaceutics International Inc. - Common Stock,S,N,N,100.0
IPCM,"IPC Healthcare, Inc.","IPC Healthcare, Inc. - Common Stock",Q,N,N,100.0
IPDN,"Professional Diversity Network, Inc.","Professional Diversity Network, Inc. - Common Stock",S,N,N,100.0
IPGP,IPG Photonics Corporation,IPG Photonics Corporation - Common Stock,Q,N,N,100.0
IPHS,"Innophos Holdings, Inc.","Innophos Holdings, Inc. - Common Stock",Q,N,N,100.0
IPKW,PowerShares International BuyBack Achievers Portfolio,PowerShares International BuyBack Achievers Portfolio,G,N,N,100.0
IPWR,Ideal Power Inc.,Ideal Power Inc. - Common Stock,S,N,N,100.0
IPXL,"Impax Laboratories, Inc.","Impax Laboratories, Inc. - Common Stock",Q,N,N,100.0
IQNT,"Inteliquent, Inc.","Inteliquent, Inc. - Common Stock",Q,N,N,100.0
IRBT,iRobot Corporation,iRobot Corporation - Common Stock,Q,N,N,100.0
IRDM,Iridium Communications Inc,Iridium Communications Inc - Common Stock,Q,N,N,100.0
IRDMB,Iridium Communications Inc,Iridium Communications Inc - 6.75% Series B Cumulative Perpetual Convertible Preferred Stock,Q,N,N,100.0
IRDMZ,Iridium Communications Inc,Iridium Communications Inc - Warrants 02/14/2015,Q,N,N,100.0
IRG,"Ignite Restaurant Group, Inc.","Ignite Restaurant Group, Inc. - Common Stock",Q,N,N,100.0
IRIX,IRIDEX Corporation,IRIDEX Corporation - Common Stock,G,N,N,100.0
IRMD,iRadimed Corporation,iRadimed Corporation - Common Stock,S,N,N,100.0
IROQ,"IF Bancorp, Inc.","IF Bancorp, Inc. - Common Stock",S,N,N,100.0
IRWD,"Ironwood Pharmaceuticals, Inc.","Ironwood Pharmaceuticals, Inc. - Class A Common Stock",Q,N,N,100.0
ISBC,"Investors Bancorp, Inc.","Investors Bancorp, Inc. - Common Stock",Q,N,N,100.0
ISCA,International Speedway Corporation,International Speedway Corporation - Class A Common Stock,Q,N,N,100.0
ISHG,iShares S&P/Citigroup 1,iShares S&P/Citigroup 1-3 Year International Treasury Bond Fund,G,N,N,100.0
ISIG,"Insignia Systems, Inc.","Insignia Systems, Inc. - Common Stock",S,N,N,100.0
ISIL,Intersil Corporation,Intersil Corporation - Class A Common Stock,Q,N,N,100.0
ISIS,"Isis Pharmaceuticals, Inc.","Isis Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
ISLE,"Isle of Capri Casinos, Inc.","Isle of Capri Casinos, Inc. - Common Stock",Q,N,N,100.0
ISM,SLM Corporation,"SLM Corporation - Medium Term Notes, Series A, CPI-Linked Notes due January 16, 2018",G,N,N,100.0
ISNS,"Image Sensing Systems, Inc.","Image Sensing Systems, Inc. - Common Stock",S,N,N,100.0
ISRG,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc. - Common Stock",Q,N,N,100.0
ISRL,"Isramco, Inc.","Isramco, Inc. - Common Stock",S,N,N,100.0
ISSC,"Innovative Solutions and Support, Inc.","Innovative Solutions and Support, Inc. - Common Stock",Q,N,N,100.0
ISSI,"Integrated Silicon Solution, Inc.","Integrated Silicon Solution, Inc. - Common Stock",Q,N,N,100.0
ISTR,Investar Holding Corporation,Investar Holding Corporation - Common Stock,G,N,N,100.0
ITCI,Intra,Intra-Cellular Therapies Inc. - Common Stock,Q,N,N,100.0
ITIC,Investors Title Company,Investors Title Company - Common Stock,Q,N,N,100.0
ITRI,"Itron, Inc.","Itron, Inc. - Common Stock",Q,N,N,100.0
ITRN,Ituran Location and Control Ltd.,Ituran Location and Control Ltd. - Ordinary Shares,Q,N,N,100.0
IVAC,"Intevac, Inc.","Intevac, Inc. - Common Stock",Q,N,N,100.0
IVAN,"Ivanhoe Energy, Inc.","Ivanhoe Energy, Inc. - Common Shares",S,N,N,100.0
IXYS,IXYS Corporation,IXYS Corporation - Common Stock,Q,N,N,100.0
JACK,Jack In The Box Inc.,Jack In The Box Inc. - Common Stock,Q,N,N,100.0
JACQ,Collabrium Japan Acquisition Corporation,Collabrium Japan Acquisition Corporation - Ordinary Shares,S,N,H,100.0
JACQU,Collabrium Japan Acquisition Corporation,Collabrium Japan Acquisition Corporation - Units,S,N,H,100.0
JACQW,Collabrium Japan Acquisition Corporation,Collabrium Japan Acquisition Corporation - Warrant,S,N,H,100.0
JAKK,"JAKKS Pacific, Inc.","JAKKS Pacific, Inc. - Common Stock",Q,N,N,100.0
JASN,"Jason Industries, Inc.","Jason Industries, Inc. - Common Stock",S,N,N,100.0
JASNW,"Jason Industries, Inc.","Jason Industries, Inc. - Warrant",S,N,N,100.0
JASO,"JA Solar Holdings, Co., Ltd.","JA Solar Holdings, Co., Ltd. - American depositary shares, each representing five ordinary shares",Q,N,N,100.0
JAXB,"Jacksonville Bancorp, Inc.","Jacksonville Bancorp, Inc. - Common Stock (Voting)",S,N,N,100.0
JAZZ,Jazz Pharmaceuticals plc,Jazz Pharmaceuticals plc - Ordinary Shares,Q,N,N,100.0
JBHT,"J.B. Hunt Transport Services, Inc.","J.B. Hunt Transport Services, Inc. - Common Stock",Q,N,N,100.0
JBLU,JetBlue Airways Corporation,JetBlue Airways Corporation - Common Stock,Q,N,N,100.0
JBSS,"John B. Sanfilippo & Son, Inc.","John B. Sanfilippo & Son, Inc. - Common Stock",Q,N,N,100.0
JCOM,"j2 Global, Inc.","j2 Global, Inc. - Common Stock",Q,N,N,100.0
JCS,"Communications Systems, Inc.","Communications Systems, Inc. - Common Stock",G,N,N,100.0
JCTCF,Jewett,Jewett-Cameron Trading Company - Common Shares,S,N,N,100.0
JD,"JD.com, Inc.","JD.com, Inc. - American Depositary Shares",Q,N,N,100.0
JDSU,JDS Uniphase Corporation,JDS Uniphase Corporation - Common Stock,Q,N,N,100.0
JGBB,WisdomTree Japan Interest Rate Strategy Fund,WisdomTree Japan Interest Rate Strategy Fund,G,N,N,100.0
JIVE,"Jive Software, Inc.","Jive Software, Inc. - Common Stock",Q,N,N,100.0
JJSF,J & J Snack Foods Corp.,J & J Snack Foods Corp. - Common Stock,Q,N,N,100.0
JKHY,"Jack Henry & Associates, Inc.","Jack Henry & Associates, Inc. - Common Stock",Q,N,N,100.0
JMBA,"Jamba, Inc.","Jamba, Inc. - Common Stock",G,N,N,100.0
JOBS,"51job, Inc.","51job, Inc. - American Depositary Shares, each representing two common shares",Q,N,N,100.0
JOEZ,Joe's Jeans Inc.,Joe's Jeans Inc. - Common Stock,S,N,D,100.0
JOUT,Johnson Outdoors Inc.,Johnson Outdoors Inc. - Class A Common Stock,Q,N,N,100.0
JRJC,China Finance Online Co. Limited,China Finance Online Co. Limited - American Depositary Shares representing 5 ordinary shares,Q,N,N,100.0
JRVR,"James River Group Holdings, Ltd.","James River Group Holdings, Ltd. - Common Shares",Q,N,N,100.0
JSM,SLM Corporation,"SLM Corporation - 6% Senior Notes due December 15, 2043",G,N,N,100.0
JST,Jinpan International Limited,Jinpan International Limited - Common Stock,Q,N,N,100.0
JTPY,JetPay Corporation,JetPay Corporation - Common Stock,S,N,N,100.0
JUNO,"Juno Therapeutics, Inc.","Juno Therapeutics, Inc. - Common Stock",Q,N,N,100.0
JVA,"Coffee Holding Co., Inc.","Coffee Holding Co., Inc. - Common Stock",S,N,N,100.0
JXSB,Jacksonville Bancorp Inc.,Jacksonville Bancorp Inc. - Common Stock,S,N,N,100.0
JYNT,The Joint Corp.,The Joint Corp. - Common Stock,S,N,N,100.0
KALU,Kaiser Aluminum Corporation,Kaiser Aluminum Corporation - Common Stock,Q,N,N,100.0
KANG,"iKang Healthcare Group, Inc.","iKang Healthcare Group, Inc. - American Depositary Shares",Q,N,N,100.0
KBAL,"Kimball International, Inc.","Kimball International, Inc. - Class B Common Stock",Q,N,N,100.0
KBIO,"KaloBios Pharmaceuticals, Inc.","KaloBios Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0
KBSF,KBS Fashion Group Limited,KBS Fashion Group Limited - Common Stock,S,N,N,100.0
KCAP,"KCAP Financial, Inc.","KCAP Financial, Inc. - common stock",Q,N,N,100.0
KCLI,Kansas City Life Insurance Company,Kansas City Life Insurance Company - Common Stock,S,N,N,100.0
KE,"Kimball Electronics, Inc.","Kimball Electronics, Inc. - Common Stock",Q,N,N,100.0
KELYA,"Kelly Services, Inc.","Kelly Services, Inc. - Class A Common Stock",Q,N,N,100.0
KELYB,"Kelly Services, Inc.","Kelly Services, Inc. - Class B Common Stock",Q,N,N,100.0
KEQU,Kewaunee Scientific Corporation,Kewaunee Scientific Corporation - Common Stock,G,N,N,100.0
KERX,"Keryx Biopharmaceuticals, Inc.","Keryx Biopharmaceuticals, Inc. - Common Stock",S,N,N,100.0
KEYW,The KEYW Holding Corporation,The KEYW Holding Corporation - Common Stock,Q,N,N,100.0
KFFB,Kentucky First Federal Bancorp,Kentucky First Federal Bancorp - Common Stock,G,N,N,100.0
KFRC,"Kforce, Inc.","Kforce, Inc. - Common Stock",Q,N,N,100.0
KFX,Kofax Limited,Kofax Limited - Common Shares,Q,N,N,100.0
KGJI,Kingold Jewelry Inc.,Kingold Jewelry Inc. - Common Stock,S,N,N,100.0
KIN,"Kindred Biosciences, Inc.","Kindred Biosciences, Inc. - Common Stock",S,N,N,100.0
KINS,"Kingstone Companies, Inc","Kingstone Companies, Inc - Common Stock",S,N,N,100.0
KIRK,"Kirkland's, Inc.","Kirkland's, Inc. - Common Stock",Q,N,N,100.0
KITE,"Kite Pharma, Inc.","Kite Pharma, Inc. - Common Stock",Q,N,N,100.0
KLAC,KLA,KLA-Tencor Corporation - Common Stock,Q,N,N,100.0
KLIC,"Kulicke and Soffa Industries, Inc.","Kulicke and Soffa Industries, Inc. - Common Stock",Q,N,N,100.0
KLXI,KLX Inc.,KLX Inc. - Common Stock,Q,N,N,100.0
KMDA,Kamada Ltd.,Kamada Ltd. - Ordinary Shares,Q,N,N,100.0
KNDI,"Kandi Technologies Group, Inc.","Kandi Technologies Group, Inc. - Common Stock",Q,N,N,100.0
KONA,"Kona Grill, Inc.","Kona Grill, Inc. - Common Stock",G,N,N,100.0
KONE,Kingtone Wirelessinfo Solution Holding Ltd,Kingtone Wirelessinfo Solution Holding Ltd - American Depositary Shares,S,N,N,100.0
KOOL,Cesca Therapeutics Inc.,Cesca Therapeutics Inc. - Common Stock,S,N,N,100.0
KOPN,Kopin Corporation,Kopin Corporation - Common Stock,Q,N,N,100.0
KOSS,Koss Corporation,Koss Corporation - Common Stock,S,N,N,100.0
KPTI,Karyopharm Therapeutics Inc.,Karyopharm Therapeutics Inc. - Common Stock,Q,N,N,100.0
KRFT,"Kraft Foods Group, Inc.","Kraft Foods Group, Inc. - Common Stock",Q,N,N,100.0
KRNY,Kearny Financial,Kearny Financial - Common Stock,Q,N,N,100.0
KTCC,Key Tronic Corporation,Key Tronic Corporation - Common Stock,G,N,N,100.0
KTEC,"Key Technology, Inc.","Key Technology, Inc. - Common Stock",G,N,N,100.0
KTOS,"Kratos Defense & Security Solutions, Inc.","Kratos Defense & Security Solutions, Inc. - Common Stock",Q,N,N,100.0
KTWO,"K2M Group Holdings, Inc.","K2M Group Holdings, Inc. - Common Stock",Q,N,N,100.0
KUTV,"Ku6 Media Co., Ltd.","Ku6 Media Co., Ltd. - American Depositary Shares, each representing 100 ordinary shares",G,N,N,100.0
KVHI,"KVH Industries, Inc.","KVH Industries, Inc. - Common Stock",Q,N,N,100.0
KWEB,KraneShares CSI China Internet ETF,KraneShares CSI China Internet ETF,G,N,N,100.0
KYTH,"Kythera Biopharmaceuticals, Inc.","Kythera Biopharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
KZ,KongZhong Corporation,"KongZhong Corporation - American Depositary Shares, each representing 40 ordinary shares",Q,N,N,100.0
LABC,"Louisiana Bancorp, Inc.","Louisiana Bancorp, Inc. - Common Stock",G,N,N,100.0
LABL,Multi,Multi-Color Corporation - Common Stock,Q,N,N,100.0
LACO,"Lakes Entertainment, Inc.","Lakes Entertainment, Inc. - Common Stock",G,N,N,100.0
LAKE,"Lakeland Industries, Inc.","Lakeland Industries, Inc. - Common Stock",G,N,N,100.0
LALT,PowerShares Actively Managed Exchange,PowerShares Actively Managed Exchange-Traded Fund Trust - PowerShares Multi-Strategy Alternative Portfolio,G,N,N,100.0
LAMR,Lamar Advertising Company,Lamar Advertising Company - Class A Common Stock,Q,N,N,100.0
LANC,Lancaster Colony Corporation,Lancaster Colony Corporation - Common Stock,Q,N,N,100.0
LAND,Gladstone Land Corporation,Gladstone Land Corporation - Common Stock,G,N,N,100.0
LARK,Landmark Bancorp Inc.,Landmark Bancorp Inc. - Common Stock,G,N,N,100.0
LAWS,"Lawson Products, Inc.","Lawson Products, Inc. - Common Stock",Q,N,N,100.0
LAYN,Layne Christensen Company,Layne Christensen Company - Common Stock,Q,N,N,100.0
LBAI,"Lakeland Bancorp, Inc.","Lakeland Bancorp, Inc. - Common Stock",Q,N,N,100.0
LBIX,Leading Brands Inc,Leading Brands Inc - Common Shares,S,N,N,100.0
LBRDA,Liberty Broadband Corporation,Liberty Broadband Corporation - Class A Common Stock,Q,N,N,100.0
LBRDK,Liberty Broadband Corporation,Liberty Broadband Corporation - Class C Common Stock,Q,N,N,100.0
LBRKR,Liberty Broadband Corporation,Liberty Broadband Corporation - Subscription Rights to Purchase Shares of Series C Common Stock,Q,N,N,100.0
LBTYA,Liberty Global plc,Liberty Global plc - Class A Ordinary Shares,Q,N,N,100.0
LBTYB,Liberty Global plc,Liberty Global plc - Class B Ordinary Shares,Q,N,N,100.0
LBTYK,Liberty Global plc,Liberty Global plc - Class C Ordinary Shares,Q,N,N,100.0
LCNB,LCNB Corporation,LCNB Corporation - Common Stock,S,N,N,100.0
LCUT,"Lifetime Brands, Inc.","Lifetime Brands, Inc. - Common Stock",Q,N,N,100.0
LDRH,LDR Holding Corporation,LDR Holding Corporation - Common Stock,Q,N,N,100.0
LDRI,PowerShares LadderRite 0,PowerShares LadderRite 0-5 Year Corporate Bond Portfolio,G,N,N,100.0
LE,"Lands' End, Inc.","Lands' End, Inc. - Common Stock",S,N,N,100.0
LECO,"Lincoln Electric Holdings, Inc.","Lincoln Electric Holdings, Inc. - Common Shares",Q,N,N,100.0
LEDS,SemiLEDS Corporation,SemiLEDS Corporation - Common Stock,Q,N,D,100.0
LEVY,Levy Acquisition Corp.,Levy Acquisition Corp. - Common Stock,S,N,N,100.0
LEVYU,Levy Acquisition Corp.,Levy Acquisition Corp. - Unit,S,N,N,100.0
LEVYW,Levy Acquisition Corp.,Levy Acquisition Corp. - Warrants,S,N,N,100.0
LFUS,"Littelfuse, Inc.","Littelfuse, Inc. - Common Stock",Q,N,N,100.0
LFVN,Lifevantage Corporation,Lifevantage Corporation - Common Stock,S,N,N,100.0
LGCY,Legacy Reserves LP,Legacy Reserves LP - Units Representing Limited Partner Interests,Q,N,N,100.0
LGCYO,Legacy Reserves LP,Legacy Reserves LP - 8.00% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,Q,N,N,100.0
LGCYP,Legacy Reserves LP,Legacy Reserves LP - 8% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units,Q,N,N,100.0
LGIH,"LGI Homes, Inc.","LGI Homes, Inc. - Common Stock",Q,N,N,100.0
LGND,Ligand Pharmaceuticals Incorporated,Ligand Pharmaceuticals Incorporated - Common Stock,G,N,N,100.0
LHCG,LHC Group,LHC Group - common stock,Q,N,N,100.0
LIME,Lime Energy Co.,Lime Energy Co. - Common Stock,S,N,N,100.0
LINC,Lincoln Educational Services Corporation,Lincoln Educational Services Corporation - Common Stock,Q,N,N,100.0
LINE,"Linn Energy, LLC","Linn Energy, LLC - Common Units representing limited liability company interests",Q,N,N,100.0
LION,Fidelity Southern Corporation,Fidelity Southern Corporation - Common Stock,Q,N,N,100.0
LIOX,"Lionbridge Technologies, Inc.","Lionbridge Technologies, Inc. - Common Stock",Q,N,N,100.0
LIQD,"Liquid Holdings Group, Inc.","Liquid Holdings Group, Inc. - Common Stock",G,N,N,100.0
LIVE,"LiveDeal, Inc.","LiveDeal, Inc. - Common Stock",S,N,N,100.0
LJPC,La Jolla Pharmaceutical Company,La Jolla Pharmaceutical Company - Common Stock,S,N,N,100.0
LKFN,Lakeland Financial Corporation,Lakeland Financial Corporation - Common Stock,Q,N,N,100.0
LKQ,LKQ Corporation,LKQ Corporation - Common Stock,Q,N,N,100.0
LLEX,"Lilis Energy, Inc.","Lilis Energy, Inc. - Common Stock",G,N,H,100.0
LLNW,"Limelight Networks, Inc.","Limelight Networks, Inc. - Common Stock",Q,N,N,100.0
LLTC,Linear Technology Corporation,Linear Technology Corporation - Common Stock,Q,N,N,100.0
LMAT,"LeMaitre Vascular, Inc.","LeMaitre Vascular, Inc. - Common Stock",G,N,N,100.0
LMBS,First Trust Low Duration Mortgage Opportunities ETF,First Trust Low Duration Mortgage Opportunities ETF,G,N,N,100.0
LMCA,Liberty Media Corporation,Liberty Media Corporation - Series A Common Stock,Q,N,N,100.0
LMCB,Liberty Media Corporation,Liberty Media Corporation - Series B Common Stock,Q,N,N,100.0
LMCK,Liberty Media Corporation,Liberty Media Corporation - Series C Common Stock,Q,N,N,100.0
LMIA,"LMI Aerospace, Inc.","LMI Aerospace, Inc. - Common Stock",Q,N,N,100.0
LMNR,Limoneira Co,Limoneira Co - Common Stock,Q,N,N,100.0
LMNS,Lumenis Ltd.,Lumenis Ltd. - Class B Ordinary Shares,Q,N,N,100.0
LMNX,Luminex Corporation,Luminex Corporation - Common Stock,Q,N,N,100.0
LMOS,Lumos Networks Corp.,Lumos Networks Corp. - Common Stock,Q,N,N,100.0
LMRK,Landmark Infrastructure Partners LP,Landmark Infrastructure Partners LP - Common Units,G,N,N,100.0
LNBB,"LNB Bancorp, Inc.","LNB Bancorp, Inc. - Common Stock",G,N,N,100.0
LNCE,Snyder's,"Snyder's-Lance, Inc. - Common Stock",Q,N,N,100.0
LNCO,"Linn Co, LLC","Linn Co, LLC - Common Shares",Q,N,N,100.0
LNDC,Landec Corporation,Landec Corporation - Common Stock,Q,N,N,100.0
LOAN,"Manhattan Bridge Capital, Inc","Manhattan Bridge Capital, Inc - Common Stock",S,N,N,100.0
LOCM,Local Corporation,Local Corporation - Common Stock,S,N,N,100.0
LOCO,"El Pollo Loco Holdings, Inc.","El Pollo Loco Holdings, Inc. - Common Stock",Q,N,N,100.0
LOGI,Logitech International S.A.,Logitech International S.A. - Registered Shares,Q,N,N,100.0
LOGM,"LogMein, Inc.","LogMein, Inc. - Common Stock",Q,N,N,100.0
LOJN,LoJack Corporation,LoJack Corporation - Common Stock,Q,N,N,100.0
LONG,"eLong, Inc.","eLong, Inc. - American Depositary Shares representing 2 Ordinary Shares",Q,N,N,100.0
LOOK,"LookSmart, Ltd.","LookSmart, Ltd. - Common Stock",S,N,N,100.0
LOPE,"Grand Canyon Education, Inc.","Grand Canyon Education, Inc. - Common Stock",Q,N,N,100.0
LORL,"Loral Space and Communications, Inc.","Loral Space and Communications, Inc. - Common Stock",Q,N,N,100.0
LOXO,"Loxo Oncology, Inc.","Loxo Oncology, Inc. - Common Stock",G,N,N,100.0
LPCN,Lipocine Inc.,Lipocine Inc. - Common Stock,S,N,N,100.0
LPHI,Life Partners Holdings Inc,Life Partners Holdings Inc - Common Stock,Q,N,N,100.0
LPLA,LPL Financial Holdings Inc.,LPL Financial Holdings Inc. - Common Stock,Q,N,N,100.0
LPNT,"LifePoint Hospitals, Inc.","LifePoint Hospitals, Inc. - Common Stock",Q,N,N,100.0
LPSB,"LaPorte Bancorp, Inc.","LaPorte Bancorp, Inc. - Common Stock",S,N,N,100.0
LPSN,"LivePerson, Inc.","LivePerson, Inc. - Common Stock",Q,N,N,100.0
LPTH,"LightPath Technologies, Inc.","LightPath Technologies, Inc. - Class A Common Stock",S,N,N,100.0
LPTN,"Lpath, Inc.","Lpath, Inc. - Class A Common Stock",S,N,N,100.0
LQDT,"Liquidity Services, Inc.","Liquidity Services, Inc. - Common Stock",Q,N,N,100.0
LRAD,LRAD Corporation,LRAD Corporation - Common Stock,S,N,N,100.0
LRCX,Lam Research Corporation,Lam Research Corporation - Common Stock,Q,N,N,100.0
LSBK,"Lake Shore Bancorp, Inc.","Lake Shore Bancorp, Inc. - Common Stock",G,N,N,100.0
LSCC,Lattice Semiconductor Corporation,Lattice Semiconductor Corporation - Common Stock,Q,N,N,100.0
LSTR,"Landstar System, Inc.","Landstar System, Inc. - Common Stock",Q,N,N,100.0
LTBR,Lightbridge Corporation,Lightbridge Corporation - Common Stock,S,N,N,100.0
LTRE,"Learning Tree International, Inc.","Learning Tree International, Inc. - Common Stock",G,N,N,100.0
LTRPA,"Liberty TripAdvisor Holdings, Inc.","Liberty TripAdvisor Holdings, Inc. - Series A Common Stock",Q,N,N,100.0
LTRPB,"Liberty TripAdvisor Holdings, Inc.","Liberty TripAdvisor Holdings, Inc. - Series B Common Stock",Q,N,N,100.0
LTRX,"Lantronix, Inc.","Lantronix, Inc. - Common Stock",S,N,N,100.0
LTXB,"LegacyTexas Financial Group, Inc.","LegacyTexas Financial Group, Inc. - Common Stock",Q,N,N,100.0
LULU,lululemon athletica inc.,lululemon athletica inc. - Common Stock,Q,N,N,100.0
LUNA,Luna Innovations Incorporated,Luna Innovations Incorporated - Common Stock,S,N,N,100.0
LVNTA,Liberty Interactive Corporation,Liberty Interactive Corporation - Series A Liberty Ventures Common Stock,Q,N,N,100.0
LVNTB,Liberty Interactive Corporation,Liberty Interactive Corporation - Series B Liberty Ventures Common Stock,Q,N,N,100.0
LWAY,"Lifeway Foods, Inc.","Lifeway Foods, Inc. - Common Stock",G,N,N,100.0
LXRX,"Lexicon Pharmaceuticals, Inc.","Lexicon Pharmaceuticals, Inc. - Common Stock",Q,N,N,100.0
LYTS,LSI Industries Inc.,LSI Industries Inc. - Common Stock,Q,N,N,100.0
MACK,"Merrimack Pharmaceuticals, Inc.","Merrimack Pharmaceuticals, Inc. - Common Stock",G,N,N,100.0
MAG,"Magnetek, Inc.","Magnetek, Inc. - Common Stock",G,N,N,100.0
MAGS,Magal Security Systems Ltd.,Magal Security Systems Ltd. - Ordinary Shares,G,N,N,100.0
MAMS,"MAM Software Group, Inc.","MAM Software Group, Inc. - Common Stock",S,N,N,100.0
